id;edad;vecesmora3060;vecesmora6090;vecesmoragt90;porc_revolv_util;cv
29599;36;0;0;0;0.08;N
2277;95;0;0;0;1;N
23377;76;0;0;0;0.01;N
6998;75;0;0;0;0.01;N
569;54;0;0;0;0.11;N
32924;62;0;0;0;0.02;N
61403;26;0;0;0;0.64;N
20551;52;0;0;0;0.33;N
40814;65;0;0;0;0.53;N
8187;72;0;0;0;0;N
40494;68;0;0;0;0.04;N
35371;69;0;0;0;0.01;N
29736;73;0;0;0;0.09;N
38315;48;0;0;0;0.84;N
9272;71;0;0;0;0;N
37447;70;0;0;0;0.05;N
61824;63;0;0;0;0.03;N
18171;35;0;0;0;0.06;N
33012;66;0;0;0;1;N
15890;47;0;0;0;0.23;N
19114;89;0;0;0;0.02;N
29218;69;0;0;0;0;N
340;34;0;0;0;0.12;N
39075;48;0;0;0;0;N
5403;83;0;0;0;0;N
31372;74;0;0;0;0.07;N
38371;37;0;0;0;0;N
20763;52;0;0;0;1;N
15966;72;0;0;0;0;N
34781;64;0;0;0;0.27;N
4836;67;0;0;0;0.02;N
32817;62;0;0;0;0;N
3961;80;0;0;0;0.02;N
4569;52;0;0;0;0.7;N
45324;84;0;0;0;0.01;N
10424;65;0;0;0;0.18;N
17520;36;0;0;0;0.06;S
23795;40;0;0;0;0.13;N
25125;62;0;0;0;0;N
29532;70;0;0;0;0.03;N
15746;26;0;0;0;0;N
60928;35;0;0;0;0.07;N
40689;30;0;0;0;0.01;N
6699;58;0;0;0;0;N
10264;81;0;0;0;0;N
34929;64;0;0;0;0.03;N
28192;42;0;0;0;0.06;N
34779;42;0;0;0;0.18;N
40414;36;0;0;0;0.13;N
30858;46;0;0;0;1;S
19707;59;0;0;0;0.02;N
64846;49;0;0;0;0.02;N
18639;22;0;0;0;1;N
30254;89;0;0;0;0.02;N
15301;64;0;0;0;0.02;N
38823;44;0;0;0;1;N
9193;68;0;0;0;0.03;N
39452;76;0;0;0;0.15;N
62491;66;0;0;0;0.16;N
4547;58;0;0;0;1;N
19218;38;0;0;0;0;N
22084;68;0;0;0;0;N
34742;61;0;0;0;0.18;N
7170;62;0;0;0;0.02;N
29858;36;0;0;0;0.35;N
61945;35;0;0;0;0.04;N
2499;45;0;0;0;0;N
34849;42;0;0;0;0.17;N
6762;41;0;0;0;0.15;N
19992;59;0;0;0;0.17;N
29962;65;0;0;0;0.19;N
45160;35;0;0;0;0;S
37136;76;0;0;0;0;N
18585;22;0;0;0;1;N
2222;64;0;0;0;0.08;N
9130;63;0;0;0;0;N
15969;63;0;0;0;0.05;N
61636;25;0;0;0;0.04;N
20055;30;0;0;0;0.45;N
37473;46;0;0;0;0.9;S
31952;56;0;0;0;0.04;N
15180;63;0;0;0;0.02;N
10408;68;0;0;0;0.11;N
35017;65;0;0;0;0.21;N
11504;66;0;0;0;0;N
15080;35;0;0;0;1;N
28576;71;0;0;0;0.08;N
34862;40;0;0;0;0.23;N
18201;37;0;0;0;0.42;N
28549;58;0;0;0;0.04;N
30556;63;0;0;0;0.61;N
62495;70;0;0;0;0.02;N
61359;47;0;0;0;0.61;N
10077;80;0;0;0;0;N
9465;58;0;0;0;0;N
220;78;0;0;0;0;N
28137;51;0;0;0;0.56;N
713;46;0;0;0;0.12;N
11123;39;0;0;0;0;N
39640;84;0;0;0;0.05;N
4067;47;0;0;0;0.48;N
31429;76;0;0;0;0.01;N
39547;31;0;0;0;1;S
9461;70;0;0;0;0.02;N
11461;61;0;0;0;0.03;N
8074;40;0;0;0;0.03;N
65018;86;0;0;0;0.07;N
4250;72;0;0;0;0.04;N
32636;33;0;0;0;0.16;N
21486;63;0;0;0;0.07;N
39965;58;0;0;0;0.55;N
20783;51;0;0;0;0.07;N
41383;55;0;0;0;0.63;N
5974;47;0;0;0;0.23;N
18617;59;0;0;0;0;N
60990;69;0;0;0;0;N
15093;43;0;0;0;0.1;N
30198;83;0;0;0;0;N
39681;62;0;0;0;0.01;N
5425;69;0;0;0;1;N
35418;42;0;0;0;0.06;N
23981;44;0;0;0;0.9;N
9198;31;0;0;0;0;N
17846;59;0;0;0;0.03;N
16320;59;0;0;0;0.12;N
4311;88;0;0;0;0.01;N
11041;61;0;0;0;0.1;N
24940;44;0;0;0;0.3;N
64514;45;0;0;0;0;N
30189;61;0;0;0;0;N
25194;30;0;0;0;0.86;N
35286;74;0;0;0;0.09;N
14901;41;0;0;0;0.22;N
45296;72;0;0;0;0.92;N
18616;86;0;0;0;0.08;N
19403;54;0;0;0;0.01;N
36080;43;0;0;0;0.27;N
9310;72;0;0;0;0.03;N
29404;89;0;0;0;0.26;N
16134;42;0;0;0;0.17;N
33162;49;0;0;0;0.04;N
17719;59;0;0;0;0.2;N
7463;47;0;0;0;0.08;N
19813;37;0;0;0;0.06;N
6141;72;0;0;0;0.05;N
15129;68;0;0;0;0.13;N
23458;70;0;0;0;0;N
9986;47;0;0;0;0.76;N
62127;41;0;0;0;0.14;N
25529;55;0;0;0;0.81;N
35625;73;0;0;0;0.09;N
7618;61;0;0;0;0.26;N
16177;68;0;0;0;0.01;N
36691;68;0;0;0;0.07;N
24438;30;0;0;0;1;N
65296;90;0;0;0;0.02;N
15659;74;0;0;0;0.02;N
35444;41;0;0;0;0.15;N
23823;50;0;0;0;0;N
28369;22;0;0;0;0.09;N
705;43;0;0;0;0.35;N
36756;43;0;0;0;0.44;N
25646;62;0;0;0;0.05;N
28085;90;0;0;0;0.02;N
8227;68;0;0;0;0.58;N
24359;36;0;0;0;0.37;S
8267;61;0;0;0;0.83;N
64977;53;0;0;0;0.19;N
11163;70;0;0;0;0;N
29677;44;0;0;0;0.05;N
64482;38;0;0;0;0.6;N
24623;56;0;0;0;0.03;N
8385;43;0;0;0;0.06;N
62217;64;0;0;0;0;N
20164;70;0;0;0;0.14;N
11216;27;0;0;0;0.3;N
45731;57;0;0;0;0;N
10340;67;0;0;0;0.2;N
9954;58;0;0;0;0.05;N
6059;29;0;0;0;0.58;N
14975;59;0;0;0;1;S
11084;42;0;0;0;0.13;N
23763;69;0;0;0;0;N
64485;41;0;0;0;0.43;N
5652;66;0;0;0;0.04;N
35988;37;0;0;0;0.1;N
29001;39;0;0;0;0.2;N
9505;71;0;0;0;0.17;N
25395;63;0;0;0;0.18;N
8983;62;0;0;0;0.04;N
31628;50;0;0;0;1;N
19683;46;0;0;0;1;N
65363;59;0;0;0;0.16;N
7682;78;0;0;0;0;N
24928;71;0;0;0;0;N
17210;95;0;0;0;0;N
34381;70;0;0;0;1;N
10356;25;0;0;0;0;S
19091;38;0;0;0;0;N
31325;58;0;0;0;0.03;N
1012;68;0;0;0;0;N
21569;69;0;0;0;0;N
44622;50;0;0;0;0.17;N
30832;49;0;0;0;0;N
18334;46;0;0;0;0.06;N
62034;63;0;0;0;0.28;N
19466;43;0;0;0;0;N
41489;41;0;0;0;0.17;N
44549;82;0;0;0;0.01;N
11309;35;0;0;0;0.13;N
33537;56;0;0;0;0.91;N
19664;44;0;0;0;0.02;N
22289;73;0;0;0;0.12;N
62262;55;0;0;0;0.05;N
15689;35;0;0;0;0;N
39682;62;0;0;0;0.63;N
35755;72;0;0;0;0.1;N
35132;22;0;0;0;0.08;N
64569;52;0;0;0;0.02;N
5003;45;0;0;0;0.38;N
35502;74;0;0;0;0.03;N
36350;44;0;0;0;0.44;N
40329;62;0;0;0;0.31;N
44831;75;0;0;0;0.04;N
4862;71;0;0;0;1;N
2804;57;0;0;0;0.38;N
44450;33;0;0;0;0.74;N
28234;62;0;0;0;0.47;N
29100;83;0;0;0;0.01;N
14579;50;0;0;0;0;N
5101;42;0;0;0;0.78;N
24089;56;0;0;0;0.2;N
31404;38;0;0;0;0;N
17385;60;0;0;0;0.01;N
34003;34;0;0;0;1;N
33603;67;0;0;0;0.02;N
25598;51;0;0;0;0.31;N
21798;36;0;0;0;0.94;N
36112;64;0;0;0;0.33;N
8117;42;0;0;0;0.19;N
40289;64;0;0;0;0.16;N
29082;54;0;0;0;0.05;N
33413;52;0;0;0;0.04;N
41601;21;0;0;0;0.06;N
16466;46;0;0;0;0.07;N
33213;36;0;0;0;0.01;N
18098;65;0;0;0;0;N
1741;47;0;0;0;0;N
64629;59;0;0;0;0;N
34716;66;0;0;0;0.21;N
16159;47;0;0;0;0;N
39901;64;0;0;0;0.55;N
45995;70;0;0;0;0.03;N
5908;52;0;0;0;0.1;N
257;47;0;0;0;0.07;N
21051;39;0;0;0;0.17;N
11433;64;0;0;0;0.78;N
23309;63;0;0;0;0.04;N
10900;76;0;0;0;0.09;N
5423;62;0;0;0;0.03;N
15316;39;0;0;0;0.1;N
20854;51;0;0;0;0.47;N
40377;64;0;0;0;0.03;N
64749;58;0;0;0;0.59;N
38259;57;0;0;0;0.17;N
21176;43;0;0;0;1;N
9632;43;0;0;0;0.03;N
38062;51;0;0;0;0.11;N
38494;62;0;0;0;0.04;N
4128;93;0;0;0;0.12;N
22501;71;0;0;0;0.18;N
64533;64;0;0;0;0;N
9180;85;0;0;0;0.04;N
19372;38;0;0;0;0.2;N
31036;83;0;0;0;0.01;N
4405;45;0;0;0;0.06;N
44642;47;0;0;0;0.21;N
62019;50;0;0;0;1;N
14945;49;0;0;0;0.02;N
4701;53;0;0;0;0;N
40853;54;0;0;0;0.05;N
769;86;0;0;0;0.07;N
45580;60;0;0;0;0;N
36098;71;0;0;0;0.2;N
34961;54;0;0;0;0.31;N
62100;63;0;0;0;0.01;N
32210;75;0;0;0;0.01;N
29633;56;0;0;0;0.08;N
16514;70;0;0;0;1;N
10212;27;0;0;0;0.09;N
25045;63;0;0;0;0.01;N
45905;51;0;0;0;1;N
31831;66;0;0;0;0.03;N
32520;51;0;0;0;0.2;N
31536;62;0;0;0;0.01;N
19486;77;0;0;0;0;N
62612;63;0;0;0;0.21;N
10294;56;0;0;0;0.28;N
6393;26;0;0;0;1;N
44741;73;0;0;0;0.18;N
22739;53;0;0;0;0.04;N
23672;35;0;0;0;0.06;N
4276;70;0;0;0;0.01;N
16196;67;0;0;0;1;N
30282;81;0;0;0;0.03;N
31962;64;0;0;0;0;N
30682;58;0;0;0;0;N
33952;59;0;0;0;1;N
23122;30;0;0;0;0.38;N
40951;52;0;0;0;0.07;N
38589;60;0;0;0;0.07;N
40774;65;0;0;0;0.14;N
34942;61;0;0;0;0.05;N
17728;40;0;0;0;0.39;N
37414;82;0;0;0;0;N
7924;53;0;0;0;0.01;N
7371;41;0;0;0;0.03;N
64936;52;0;0;0;0.09;N
45864;45;0;0;0;0.25;N
40693;51;0;0;0;0.07;N
35121;68;0;0;0;0.03;N
19042;29;0;0;0;0;N
18245;50;0;0;0;0;N
28717;77;0;0;0;0.08;N
5550;52;0;0;0;0;N
5602;46;0;0;0;0;N
28696;54;0;0;0;0.29;N
21931;60;0;0;0;0.01;N
45808;61;0;0;0;0.7;N
6744;69;0;0;0;0.19;N
33712;55;0;0;0;0;N
32163;60;0;0;0;0.03;N
23018;64;0;0;0;0.01;N
37082;79;0;0;0;0.05;N
23867;87;0;0;0;0.06;N
41375;79;0;0;0;0.11;N
37904;56;0;0;0;0.06;N
16151;52;0;0;0;0.26;N
34443;63;0;0;0;0.12;N
18687;68;0;0;0;0.03;N
1058;60;0;0;0;0.01;N
30263;73;0;0;0;0.1;N
17825;40;0;0;0;0.28;N
38972;75;0;0;0;0.24;N
7268;49;0;0;0;0.05;N
89;35;0;0;0;0.11;N
19639;70;0;0;0;0.47;N
31681;58;0;0;0;0.31;N
175;66;0;0;0;0.57;N
24833;66;0;0;0;1;N
38712;44;0;0;0;0.22;N
23969;67;0;0;0;0.04;N
15503;74;0;0;0;0;N
2400;67;0;0;0;0.26;N
17506;54;0;0;0;0.09;N
62151;67;0;0;0;0.1;N
40996;56;0;0;0;0.18;N
38851;71;0;0;0;0.94;N
39053;49;0;0;0;0.01;N
31836;65;0;0;0;0.03;N
40083;35;0;0;0;0.59;N
15169;42;0;0;0;0.23;N
19997;107;0;0;0;0.06;N
60900;46;0;0;0;0.2;N
8144;29;0;0;0;0;N
5525;46;0;0;0;0;N
35256;64;0;0;0;0.01;N
35516;44;0;0;0;0.08;N
61196;60;0;0;0;0.06;N
17568;49;0;0;0;0.02;N
542;39;0;0;0;0.04;N
4302;61;0;0;0;0.11;N
18278;48;0;0;0;0.38;N
8027;60;0;0;0;0;N
41327;61;0;0;0;0.03;N
16934;45;0;0;0;0.13;N
38242;65;0;0;0;0.01;N
23334;73;0;0;0;0.42;N
18730;80;0;0;0;1;N
39988;63;0;0;0;0.11;N
4888;50;0;0;0;0.83;N
16862;64;0;0;0;0;N
28651;54;0;0;0;0.4;N
37592;42;0;0;0;1;N
10351;63;0;0;0;0.06;N
10707;58;0;0;0;0.04;N
15598;36;0;0;0;0.12;N
5370;60;0;0;0;0.54;N
36596;38;0;0;0;0.16;N
15393;80;0;0;0;0.01;N
31993;39;0;0;0;0.34;N
20741;53;0;0;0;0.64;N
30384;64;0;0;0;1;N
16576;77;0;0;0;0.04;N
45927;63;0;0;0;0.3;N
18502;55;0;0;0;1;N
5755;72;0;0;0;0.74;N
44895;65;0;0;0;0;N
14329;47;0;0;0;0.24;N
9451;69;0;0;0;0.4;N
10104;61;0;0;0;0.23;N
28831;50;0;0;0;0.09;S
9817;45;0;0;0;0.05;N
16858;84;0;0;0;0;N
18561;39;0;0;0;0.08;N
8296;50;0;0;0;0.87;N
41323;48;0;0;0;0.08;N
8625;65;0;0;0;0.45;N
17711;56;0;0;0;0.12;N
23604;58;0;0;0;0.53;N
21988;53;0;0;0;0.09;N
19430;62;0;0;0;0.04;N
29558;51;0;0;0;0.02;N
44915;89;0;0;0;0.02;N
36192;51;0;0;0;0.08;N
62457;64;0;0;0;0.34;N
39726;75;0;0;0;0.04;N
64916;49;0;0;0;0.02;N
19268;61;0;0;0;0.25;N
35864;71;0;0;0;0;N
10468;64;0;0;0;0;N
16571;33;0;0;0;0.96;N
29732;95;0;0;0;0;N
28380;86;0;0;0;0.03;N
31643;63;0;0;0;0.37;N
38910;90;0;0;0;0.03;N
23131;39;0;0;0;0.43;N
61119;52;0;0;0;0.48;N
30894;51;0;0;0;0.11;N
33838;83;0;0;0;0;N
18253;27;0;0;0;0.98;N
8222;61;0;0;0;0.67;N
21675;62;0;0;0;0.35;N
7464;88;0;0;0;0.01;N
62030;61;0;0;0;0;N
231;59;0;0;0;0.02;N
2414;53;0;0;0;0.11;N
25622;51;0;0;0;0.02;N
28887;59;0;0;0;0;N
414;51;0;0;0;0.33;N
30699;45;0;0;0;0;N
33039;47;0;0;0;0.02;N
41595;41;0;0;0;0.06;N
61989;76;0;0;0;0.02;N
37157;50;0;0;0;1;N
337;75;0;0;0;1;N
4340;67;0;0;0;0.02;N
7767;42;0;0;0;1;N
19544;63;0;0;0;1;N
28978;40;0;0;0;1;N
10813;68;0;0;0;0.2;N
21776;75;0;0;0;0;N
30768;42;0;0;0;0.26;N
194;70;0;0;0;0.03;N
32935;68;0;0;0;0.05;N
8742;85;0;0;0;1;N
34172;47;0;0;0;0.08;N
45446;54;0;0;0;0;N
21628;77;0;0;0;1;N
30788;47;0;0;0;0.48;N
8106;67;0;0;0;0.46;N
263;40;0;0;0;0.09;N
18469;92;0;0;0;0.01;N
61354;55;0;0;0;0.24;N
41508;38;0;0;0;0.07;N
35046;64;0;0;0;0.04;N
40436;52;0;0;0;0.06;N
14382;62;0;0;0;0.01;N
34021;55;0;0;0;0.02;N
35111;55;0;0;0;0;N
62023;55;0;0;0;0.1;N
23252;89;0;0;0;0.07;N
18857;41;0;0;0;0;N
31594;64;0;0;0;0;N
11441;37;0;0;0;0;N
4952;53;0;0;0;0.92;N
25679;64;0;0;0;0.06;N
64755;60;0;0;0;0;N
24156;38;0;0;0;0.97;N
11646;69;0;0;0;0;N
18389;62;0;0;0;0.5;N
40033;74;0;0;0;0.02;N
40888;63;0;0;0;0.05;N
28713;60;0;0;0;0.02;N
45819;64;0;0;0;0;N
24015;39;0;0;0;0.82;N
62433;33;0;0;0;0.2;N
34725;83;0;0;0;0;N
37757;37;0;0;0;0.13;N
41381;22;0;0;0;0;N
23332;82;0;0;0;0;N
17859;54;0;0;0;0.04;N
20452;76;0;0;0;0.16;N
17062;58;0;0;0;0.03;N
11419;56;0;0;0;0.04;N
8930;35;0;0;0;0.63;N
16207;75;0;0;0;0;S
36818;50;0;0;0;0.04;N
5661;50;0;0;0;0.7;N
62454;49;0;0;0;0.29;N
61929;53;0;0;0;0.07;N
9370;31;0;0;0;0.53;N
44690;26;0;0;0;0.19;N
39713;75;0;0;0;0.39;N
15497;60;0;0;0;0;N
21619;39;0;0;0;0.51;N
11774;68;0;0;0;0;N
31316;68;0;0;0;1;N
61105;56;0;0;0;0.02;N
31776;76;0;0;0;0;N
4450;49;0;0;0;0.06;N
46037;98;0;0;0;1;N
30421;29;0;0;0;0.97;N
30042;42;0;0;0;0.04;N
6498;41;0;0;0;0.06;N
32615;65;0;0;0;0.01;N
21380;51;0;0;0;0.03;N
44763;57;0;0;0;0.02;N
23353;63;0;0;0;0.02;N
31472;69;0;0;0;1;N
40116;53;0;0;0;0.05;N
62033;58;0;0;0;0.07;N
7814;53;0;0;0;0.35;N
288;64;0;0;0;0.27;N
41016;61;0;0;0;0.11;N
17067;70;0;0;0;0;N
33802;54;0;0;0;0.02;N
3916;60;0;0;0;0.85;N
16592;46;0;0;0;0.85;N
6947;45;0;0;0;0;N
14680;53;0;0;0;0.18;N
25108;58;0;0;0;0.02;N
45094;45;0;0;0;0.93;N
39073;85;0;0;0;0;N
62237;71;0;0;0;0.04;N
4258;37;0;0;0;3;N
36725;41;0;0;0;0.01;N
19035;30;0;0;0;0.3;N
32012;28;0;0;0;0.23;N
7523;76;0;0;0;0.14;N
23900;56;0;0;0;0;N
33300;49;0;0;0;0;N
8079;43;0;0;0;0;N
61697;60;0;0;0;0.09;N
28386;71;0;0;0;0.94;N
5099;67;0;0;0;0.05;N
21272;61;0;0;0;0.1;N
24406;48;0;0;0;0.02;N
11274;75;0;0;0;0.03;N
9279;82;0;0;0;0.13;N
28692;40;0;0;0;0.05;N
39763;54;0;0;0;0;N
14915;93;0;0;0;0.02;N
36514;50;0;0;0;0.79;N
9588;69;0;0;0;0.17;N
9646;60;0;0;0;0.68;N
25070;52;0;0;0;0.14;N
20980;76;0;0;0;0.06;N
2156;67;0;0;0;0;N
41009;48;0;0;0;0;N
24637;60;0;0;0;0;N
64723;64;0;0;0;0.02;N
17987;56;0;0;0;0.92;N
7008;36;0;0;0;0.06;N
8907;75;0;0;0;0.37;N
22604;44;0;0;0;0.41;N
8248;54;0;0;0;0.1;N
25497;44;0;0;0;0.14;N
7867;40;0;0;0;0;N
32756;75;0;0;0;0.01;N
38734;48;0;0;0;0.1;N
7138;55;0;0;0;0.11;N
31283;39;0;0;0;0.08;N
34571;57;0;0;0;0.41;N
31975;56;0;0;0;0;N
11581;37;0;0;0;0.02;N
45293;78;0;0;0;0.08;N
25380;67;0;0;0;0.96;N
29842;43;0;0;0;0.04;N
33362;29;0;0;0;0.88;N
2614;76;0;0;0;0;N
8304;34;0;0;0;0.61;N
